,id,cod_reunion,online_users,legislative_body_initials,youtube_status,max_online_users,created,modified,is_visible,reunion_type,title_reunion,reunion_object,reunion_theme,date,legislative_body,location,questions_count,answered_questions_count,messages_count,votes_count,participants_count,videos,youtube_id
20,1183,57220,0,CESPO,2,8,2019-09-03T12:10:02.261856-03:00,2022-12-18T01:04:50.761865-03:00,True,Audiência Pública,ESPORTE,"Requerimento nº 57/2019, de iniciativa do deputado Luiz Lima

CONVIDADOS:

Confirmados:

OSCAR BRANDÃO GUIMARÃES - Membro da Comissão de Atletas da Confederação Brasileira de Voleibol

JAIME SOUZA TORRES - Membro da Comissão de Atletas da Confederação Brasileira de Handebol

JOÃO NOGUEIRA - Superintendente Técnico da Confederação Brasileira de Rugby

BEATRIZ FUTURO MUHLBAUER - Membro da Comissão de Atletas da Confederação Brasileira de Rugby

RICARDO LUIZ DE SOUZA - Presidente da Confederação Brasileira de Handebol 

RADAMÉS LATTARI - CEO da Confederação Brasileira de Voleibol 

CARLOS ROBERTO FONTENELLE - Secretário da Confederação Brasileira de Basketball - CBB

ROBERTO  TEIXEIRA - Representante da Confederação Brasileira de Futebol

WEBCONFERÊNCIA:

DUDA AMORIM - Membro da Comissão de Atletas da Confederação Brasileira de Handebol

Ausência justificada:

BRUNO FIOROTTO - Vice-Presidente da Comissão de Atletas da Confederação Brasileira de Basketball

WELINGTON REGINALDO DOS SANTOS (NEZINHO)  - Membro da Comissão de Atletas da Confederação Brasileira de Basketball









",Preparação para os Jogos Olímpicos de Tóquio 2020 - Confederações,2019-10-01T14:39:39-03:00,Comissão do Esporte,"Anexo II, Plenário 11",0,0,0,0,0,"[{'id': 917, 'video_id': 'oy7fleUvBE8', 'title': None, 'is_attachment': False, 'order': 0}]",oy7fleUvBE8
21,1427,58688,0,CCTCI,2,7,2019-11-12T20:43:02.402533-03:00,2022-12-18T01:00:58.458387-03:00,True,Audiência Pública,"CIÊNCIA E TECNOLOGIA, COMUNICAÇÃO E INFORMÁTICA","PALESTRANTES:

LUCAS TEIXEIRA COSTA
Secretário da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura do Estado da Bahia 
(Confirmado)

EDUARDO TOPÁZIO,
Diretor de Águas do Instituto do Meio Ambiente e Recursos Hídricos (Inema), representando o secretário do Meio Ambiente da Bahia, João Carlos Oliveira
(Confirmado)

CHRISTOPHER NEALE
Diretor do Instituto Water for Food, da Universidade de Nebraska - EUA
(Confirmado)

MARCOS HEIL COSTA
Professor do Departamento de Engenharia Agrícola da Universidade Federal de Viçosa (DEA/UFV)
(Confirmado)

EVERARDO MANTOVANI
Professor do Departamento de Engenharia Agrícola da Universidade Federal de Viçosa (DEA/UFV)
(Confirmado)
",Sistemas de inteligência territorial na gestão dos recursos hídricos,2019-11-20T09:10:35-03:00,"Comissão de Ciência e Tecnologia, Comunicação e Informática","Anexo II, Plenário 13",0,0,4,0,2,"[{'id': 1072, 'video_id': 'JxeHLyWAdUw', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 1070, 'video_id': 'Jv0gTuQhp6U', 'title': None, 'is_attachment': False, 'order': 0}]",JxeHLyWAdUw
22,2729,65506,0,CLP,2,19,2022-06-01T11:09:03.480605-03:00,2022-12-18T20:15:56.662373-03:00,True,Audiência Pública,LEGISLAÇÃO PARTICIPATIVA,"Origem: req. 09/22 - de autoria da deputada Talíria Petrone (Psol/RJ)

Expositores(as) confirmado(a)s

-Roberto Carlos de Oliveira - Movimento de Atingidos por Barragens - MAB 
-Beto Palmeira - Movimento de Pequenos Agricultores - MPA 
-Julia Ladeira - Movimento dos Trabalhadores Sem Teto - MTST 
-Hailton Pinheiro - Universidade Federal Rural do Rio de Janeiro - UFRRJ 
-Tarcísio Motta - Vereador do Município do Rio de Janeiro que presidente da Comissão Especial de Emergências Climáticas
-Carla de Carvalho - Fórum de Mudanças Climáticas 
-Sérgio Portella - Pesquisador da Estratégia Fiocruz para a Agenda 2030

Representantes de atingidos:

Aventureiro:
-Rosângela Corrêa (Neneca) 

Minas/Brumadinho: 
-Fernanda Perdigão - Fórum de Atingidos (as) de Brumadinho 

Pernambuco:
-Rafaela Ramos 

Petrópolis:
- Michele de Souza Santos 
",Emergências Climáticas,2022-06-02T09:46:50-03:00,Comissão de Legislação Participativa,"Anexo II, Plenário 14",12,0,39,15,8,"[{'id': 3523, 'video_id': '62QXXg9bVyE', 'title': None, 'is_attachment': False, 'order': 0}, {'id': 3506, 'video_id': 'DX1gD-DQoKM', 'title': 'Saiba mais', 'is_attachment': True, 'order': 0}]",62QXXg9bVyE
23,366,48695,0,CSSF,2,7,2017-08-22T17:37:04.330592-03:00,2022-12-18T23:39:44.608782-03:00,True,Outro Evento,SEGURIDADE SOCIAL E FAMÍLIA,"

Local:  Plenário 7 do Anexo II da Câmara dos Deputados
Data: 31/08/2017
Horário: 09:30h
     

FÓRUM
(Requerimento nº 482, dos Deputados Carmen Zanotto e Odorico Monteiro)
          
              
TEMA
""Fórum sobre os Desafios da Política de Hemofilia""



CONVIDADOS



1.	TANIA PIETROBELLI - CONFIRMADA
Presidente da Federação Brasileira de Hemofilia;

2.	FRANCISCO CARETA - CONFIRMADO
Vice-Presidente da Federação Brasileira de Hemofilia;

3.	CLÁUDIA LORENZATO - CONFIRMADA
Médica Hematologista e Hemoterapeuta;

4.	LAURA BARRETO CARNEIRO - CONFIRMADA
Diretora de Produtos Estratégicos e Inovação Substituta da Hemobrás; 

5.	FLÁVIO FRANCISCO VORMITTAG - CONFIRMADO
Coordenador -Geral de Sangue e Hemoderivados do Ministério da Saúde; 

6.	GUILHERME GENOVEZ - CONFIRMADO
Representante do Centro de Hematologia e Hemoterapia de Santa Catarina (HEMOSC);
",FÓRUM SOBRE OS DESAFIOS DA POLÍTICA DE HEMOFILIA,2017-08-31T09:57:05-03:00,Comissão de Seguridade Social e Família,"Anexo II, Plenário 07",2,0,0,4,2,"[{'id': 162, 'video_id': 'Xc_A1YF5P3c', 'title': None, 'is_attachment': False, 'order': 0}]",Xc_A1YF5P3c
24,298,48076,0,CE,0,0,2017-07-06T11:22:02.177323-03:00,2017-08-11T15:49:42.595419-03:00,False,Audiência Pública,Audiência Pública Conjunta das Comissões CE e CLP,"TEMA: Debater as alterações na composição do Fórum Nacional de Educação - FNE, suas atribuições e a Convocação da 3ª Conferência Nacional de Educação - CONAE.
(REQ nº 307/2017-CE do Dep. GLAUBER BRAGA- PSOL/RJ e REQ nº 120/2017-CLP do Dep. Chico Lopes)

CONVIDADOS: 

CARLOS CEZAR MODERNEL LENUZZA - presença confirmada
Diretor de Educação à Distância da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES
Representante do Ministério da Educação

ANTÔNIO CÉSAR RUSSI CALLEGARI
Conselheiro da Câmara de Educação Básica do Conselho Nacional de Educação - CNE

RAFAEL DOS SANTOS PEREIRA - presença confirmada
Coordenador de Educação da Federação de Sindicatos de Trabalhadores de Universidades Brasileiras - FASUBRA

FLÁVIO ALVES DA SILVA - presença confirmada
Vice-Presidente da Federação de Sindicatos de Professores e Professoras de Instituições Federais de Ensino Superior e de Ensino Técnico e Tecnológico - PROIFES

GILSON LUIZ REIS - presença confirmada
Coordenador-Geral da Confederação Nacional dos Trabalhadores em Estabelecimento de Ensino - CONTEE

HELENO MANOEL GOMES ARAÚJO FILHO - presença confirmada
Presidente da Confederação Nacional dos Trabalhadores em Educação - CNTE

ANDRÉA BARBOSA GOUVEIA - presença confirmada
Associação Nacional de Pós-Graduação e Pesquisa em Educação - ANPED

PROFESSORA ELIZABETH GUEDES - presença confirmada
Vice-Presidente da Associação Nacional das Universidades Particulares - ANUP

CAMILA LANES
Presidente da União Brasileira dos Estudantes Secundaristas - UBES","DEBATER AS ALTERAÇÕES NA COMPOSIÇÃO DO FÓRUM NACIONAL DE EDUCAÇÃO - FNE, SUAS ATRIBUIÇÕES E A CONVOCAÇÃO DA 3ª CONFERÊNCIA NACIONAL DE EDUCAÇÃO - CONAE.",2017-07-06T09:56:50-03:00,Comissão de Educação,"Anexo II, Plenário 10",0,0,0,0,0,"[{'id': 172, 'video_id': 'sIahDQyjiX0', 'title': None, 'is_attachment': False, 'order': 0}]",sIahDQyjiX0
25,1234,56804,0,PL488112,2,4,2019-09-18T13:48:02.597826-03:00,2022-12-18T01:05:21.783751-03:00,True,Audiência Pública,PL 4881/12 - POLÍTICA DE MOBILIDADE URBANA,"Mario Augusto Pereira de Oliveira Junior - Superintendente Nacional de Produtos PJ Publica e Judiciário da Caixa Econômica Federal  (REQ 3/19) -  confirmado
Carlos Henrique Ribeiro de Carvalho - Pesquisador do Instituto de Pesquisa Aplicada - IPEA (REQ 4/19) - confirmado
Pedro Bruno Barros de Souza - Superintendente da Área de Governo e Relacionamento Institucional e Rafael Coutinho Quaresma Pimentel - Chefe do Departamento de Mobilidade Urbana e Logística do Banco Nacional do Desenvolvimento Econômico e Social - BNDES - (REQ 15/19) - confirmados
Karisa Ribeiro - Especialista em Transporte do Banco Interamericano de Desenvolvimento - BID - (REQ 15/19) - a confirmar",Financiamento da Mobilidade Urbana,2019-09-24T15:11:48-03:00,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 4881, de 2012, do José de Filippi, que ""institui as diretrizes da Política Metropolitana de Mobilidade Urbana (PMMU), cria o Pacto Metropolitano da Mobilidade Urbana e o Sistema  de Informações dos Transportes Metropolitanos (SITRAM), com a Autoridade Metropolitana de Transportes e o Fundo Metropolitano de Transporte Público e dá outras providências""","Anexo II, Plenário 03",7,0,5,7,2,"[{'id': 900, 'video_id': 'yFFW3Yw2Gko', 'title': None, 'is_attachment': False, 'order': 0}]",yFFW3Yw2Gko
26,335,48365,1,CDU,0,1,2017-08-08T16:28:03.037831-03:00,2017-08-11T15:49:42.744056-03:00,False,Seminário,"Seminário - Conjunto das Comissões CDHM, CDU, CLP, CMULHER, CSSF e CTASP","Seminário -  ""Saúde como Direito Humano""

PROGRAMAÇÃO DO SEMINÁRIO SAÚDE COMO DIREITO HUMANO

Das 10 às 11h

1)  Mesa de Abertura



- Deputado Givaldo Vieira  - Presidente da Comissão de Desenvolvimento Urbano - CDU

- Deputado Chico Lopes  - Vice-Presidente da Comissão de Legislação Participativa - CLP

- Deputado Paulão - Presidente da Comissão de Direitos Humanos e Minorias - CDHM

- Deputado Orlando Silva  - Presidente da Comissão de Trabalho, de Administração e Serviço Público - CTASP

- Deputada Shéridan  - Presidente da Comissão de Defesa dos Direitos da Mulher - CMULHER

- Deputado Hiran Gonçalves  - Presidente da Comissão de Seguridade Social e Família - CSSF

- Ronald Santos - Presidente do Conselho Nacional de Saúde - CNS

- Débora Duprat - Procuradora Federal dos Direitos do Cidadão - PFDC/MPF

- Darci Frigo -  Presidente do Conselho Nacional de Direitos Humanos e Representante da Plataforma DHESCA

- Musa Denaise de Sousa - Representante do Ministério da Saúde

- Representante do Ministério da Saúde 

Das 11 às 12h30


2) Mesa de Debates: Saúde como Direito Humano no Brasil e no Mundo


- Débora Duprat - Procuradora Federal dos Direitos do Cidadão  - PFDC/MPF

- Caroline Proner - Professora de Direito Internacional da UFRJ 

- Élida Graziane Pinto - Procuradora do Ministério Público de Contas do Estado de São Paulo

- Darci Frigo -  Presidente do Conselho Nacional de Direitos Humanos e Representante da Plataforma DHESCA

- Representante do Ministério da Saúde 

12h30 - INTERVALO PARA ALMOÇO


Das 14 às 16h


3) Mesa de Debates: Vigilância em Saúde: Proteção e Promoção da Saúde.


- Pedro Ivo Sebba Ramalho - Adjunto do Diretor-Presidente da Agência Nacional de Vigilância Sanitária - ANVISA

- Fernando Zasso Pigato  - Conselheiro Nacional de Saúde - CNS

- Jurandir Frutuoso Silva - Secretário-Executivo do Conselho Nacional de Secretários de Saúde  - CONASS  

- Representante da Secretaria de Vigilância em Saúde - Ministério da Saúde

- Representante do Ministério da Saúde 

Das 16 às 17h30


4) Mesa de Debates: Desafios para a Integralidade com Equidade. 


- Carmem Lúcia Luiz - Conselheira Nacional de Saúde - CNS

- Maria Cecília de Souza Minayo - Coordenadora do Centro Latino Americano de Estudos de Violência e Saúde da FIOCRUZ 

- Maria de Fátima Veloso Cunha - Secretária-Adjunta de Saúde do Trabalhador -  CUT 

- Representante do Ministério da Saúde 

17h30 - COQUETEL DE ENCERRAMENTO",,2017-08-08T14:19:16-03:00,Comissão de Desenvolvimento Urbano,"Anexo II, Plenário 14",1,0,0,1,1,[],
27,1096,56663,0,CTASP,2,299,2019-08-02T16:21:01.827872-03:00,2022-12-18T11:54:49.000574-03:00,True,Reunião de Comparecimento de Ministro,"TRABALHO, ADMINISTRAÇÃO E SERVIÇO PÚBLICO","Comparecimento do Senhor Marcos Pontes, Ministro da Ciência, Tecnologia, Inovações e Comunicações, para prestar esclarecimentos sobre a intenção de o  Governo Federal privatizar a Empresa Brasiliera de Correios e Telégrafos. PRESENÇA CONFIRMADA.

Req. 49/2019 - autoria: Deputada Erika Kokay",Comparecimeto do Ministro da Ciência e Tecnologia ,2019-08-06T10:11:02-03:00,"Comissão de Trabalho, de Administração e Serviço Público","Anexo II, Plenário 12",36,0,33,97,26,"[{'id': 774, 'video_id': '9PXhYF-1OJs', 'title': None, 'is_attachment': False, 'order': 0}]",9PXhYF-1OJs
28,1213,57308,0,PL326119,2,46,2019-09-10T13:49:02.461750-03:00,2022-12-18T01:06:01.068056-03:00,True,Audiência Pública,PL 3261/19 - ATUALIZA O MARCO DO SANEAMENTO BÁSICO,"Tema: Análise da atuação das empresas privadas no desenvolvimento do saneamento básico, urbano e rural no Brasil e a proposta de alteração do marco legal.

Convidados:
Percy Soares Neto, Diretor de Relações Governamentais da Associação Brasileira das Concessionárias Privadas de Serviços Públicos e Água e Esgoto - ABCON (confirmado);
Rogério Tavares, membro do Conselho Consultivo da Associação Brasileira da Infraestrutura e Indústrias de Base - ABDIB (confirmado);
José Paulo Godoi Martins Netto, Presidente da Associação Brasileira de Águas Subterrâneas - ABAS (confirmado);
Leandro Mello Frota, Presidente da Comissão Especial de Saneamento Básico e Recursos Hídricos do Conselho Federal da Ordem dos Advogados do Brasil (confirmado);
João de Mendonça Naime, Chefe-Geral da Embrapa Instrumentação (confirmado);
Denise Seabra, Coordenadora-Geral do Setor Privado do Departamento de Financiamento de Projetos de Saneamento do Ministério do Desenvolvimento Regional (confirmada).


Requerimentos atendidos:
REQ 2/19 - Dep. Joseildo Ramos (PT/BA), subscrito pelos Deps. Carlos Veras (PT/PE) e Alice Portugal (PCdoB/BA);
REQ 4/19 - Dep. Geninho Zuliani (DEM/SP), subscrito pelo Dep. Aroldo Martins (Republicanos/PR);
REQ 11/19 - Dep. Geninho Zuliani (DEM/SP);
REQ 13/19 - Dep. Flávia Morais (PDT/GO).",Atuação das empresas privadas no desenvolvimento do saneamento básico.,2019-09-12T09:37:17-03:00,"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3261, de 2019, do Senado Federal, que ""atualiza o marco legal do saneamento básico e altera a Lei nº 11.445, de 5 de janeiro de 2007 (Lei do Saneamento Básico), para aprimorar as condições estruturais do saneamento básico no País, a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados, a Lei nº 11.107, de 6 de abril de 2005 (Lei de Consórcios Públicos), para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição Federal, a Lei nº 13.089, de 12 de janeiro de 2015 (Estatuto da Metrópole), para estender seu âmbito de aplicação às microrregiões, e a Lei nº 12.305, de 2 de agosto de 2010 (Lei de Resíduos Sólidos), para tratar de prazos para a disposição final ambientalment","Anexo II, Plenário 03",0,0,0,0,0,"[{'id': 872, 'video_id': 'CXL4-5ljleo', 'title': None, 'is_attachment': False, 'order': 0}]",CXL4-5ljleo
29,430,48795,0,CVT,0,3,2017-09-19T14:04:03.038137-03:00,2022-12-04T03:04:02.383028-03:00,False,Seminário,VIAÇÃO E TRANSPORTES,"Tema: 20 anos do Código de Trânsito Brasileiro

9H às 10H- ABERTURA

Composição da Mesa:

- Deputado RODRIGO MAIA - Presidente da Câmara dos Deputados;
- Deputado ALTINEU CÔRTES - Presidente da Comissão de Viação e Transportes da Câmara dos Deputados;
- Deputado HUGO LEAL - Membro da Comissão de Viação e Transportes e Presidente da Frente Parlamentar em Defesa do Trânsito Seguro;
- Deputada CHRISTIANE DE SOUZA YARED - Membro da Comissão de Viação e Transportes e VIice-Presidente da Frente Parlamentar em Defesa do Trânsito Seguro;
- ROSSIELI SOARES DA SILVA - Secretário de Educação Básica, representando o Ministro de Estado da Eduacação, JOSÉ MENDONÇA BEZERRA FILHO;
- ELMER COELHO VICENZI - Diretor do Departamento Nacional de Trânsito e Presidente do Conselho Nacional de Trãnsito, representando o Ministro de Estado das Cidades, BRUNO ARAUJO;
- JOSÉ AURÉLIO RAMALHO - Presidente do Observatório Nacional de de Segurança Viária; 
- WAGNER LIMA - Presidente do Instituto MOBIH, Mobilidade Humana Inteligente e Segura.


10H às 12H - PRIMEIRO PAINEL - 20 ANOS DO CTB - HISTÓRIAS E CONQUISTAS

Mediadora: 
- Deputada CHRISTIANE DE SOUZA YARED - Membro da Comissão de Viação e Transportes da Câmara dos Deputados e Vice-Presidente da Frente Parlamentar em Defesa do Trânsito Seguro.

Painelistas:
- BETO ALBUQUERQUE - ex-Deputado Federal (""A importância do Plano Nacional de Redução de Mortes e Lesões no Trânsito para o país"");
- ARY KARA JOSÉ - ex-Deputado Federal e relator do CTB na Câmara (""Nos bastidores da relatoria do CTB"");
- DEOLINDO PAULO CARNIEL - Presidente da Federação Nacional dos Policiais Rodoviários Federais - FENAPRF (""20 anos de realizações da PRF no contexto do CTB e os desafios dos agentes de trânsito"");
- FÁBIO NEY DAMASCENO - Secretário de Mobilidade Urbana do Distrito Federal - (""Programa: BRASÍLIA SEGURA"");
- Professor LEANDRO PIQUET - Líder do programa Brasília Vida Segura no Centro de Liderança Pública (""O papel das ONGs na elaboração de políticas públicas para a segurança no trânsito"");
- MOISE EDMOND SEID - Associação Brasileira de Medicina de Tráfego - ABRAMET- membro da comissão do CTB (""O envolvimento da ABRAMET na elaboração do CTB e no combate ao consumo de álcool no trânsito"");
- JOÃO PEDRO CORRÊA - Criador e consultor do Programa Volvo de Segurança Viária (""A responsabilidade social das empresas na realização de ações para a prevenção de acidentes de trânsito"");
- DANIELA FERNANDES NUNES - Coordenadora de Projetos da Fundação Thiago Gonzaga, representando a presidente Diza Gonzaga (""O papel da sociedade civil para um trânsito seguro: Programa Vida Urgente 20 anos"");

12H às 13H: COQUETEL ALMOÇO

13H às 15H - SEGUNDO PAINEL - CTB MAIS 20 ANOS - DESAFIOS E EXPECTATIVAS

Moderador:
- Deputado HUGO LEAL - Membro da Comissão de Viação e Transportes e Presidente da Frente Parlamentar em Defesa do Trânsito Seguro.

Painelistas:
- RENATO BORGES DIAS - Diretor-Geral da Polícia Rodoviária Federal - PRF (""Como enfrentar os desafios de um trânsito cada vez mais complexo"");
- ELMER COELHO VICENZI - Diretor-Geral do Departamento Nacional de Trânsito - DENATRAN (""O papel do Sistema Nacional de Trânsito na promoção da educação para o trânsito e as inovações em segurança veicular"");
- JONAS DONIZETE - Prefeito do Município de Campinas/SP (""A ótica dos municípios de segurança do trânsito e as novas ferramentes para a mobilidade urbana"");
- JOSÉ AURÉLIO RAMALHO - Presidente do Observatório Nacional de Segurança Viária - ONSV (""Perspectivas para a segurança viária nos próximos 20 anos de legislação de trânsito"");
- RODOLFO RIZZOTTO - Coordenador do programa SOS Estradas (""A importância da análise de dados para a gestão do trânsito e redução de acidentes"");
- FÁBIO ANTINORO -  Advogado da representação em Brasília da Associação Nacional de Transportes Públicos - ANTP, representando o presidente Ailton Brasiliense (""A importância da Política Nacional de Trânsito para a segurança viária""); e
- Ten Cel MARCO ANDRADE- Coordenador da Operação Lei Seca/RJ (""O fator Lei Seca na redução de acidentes de trânsito"").

15H às 16H - TROFÉU 20 ANOS CTB

16H - ENCERRAMENTO",20 ANOS DO CÓDIGO DE TRÂNSITO BRASILEIRO,2017-09-19T14:03:55-03:00,Comissão de Viação e Transportes,Auditório Nereu Ramos,1,0,0,3,3,[],
